                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                0.46677,                0.50614,                0.82416,                0.84668,                0.85123,                0.90024,                0.70205,                0.80333,                0.75328,                0.89273,             0.00037064,             0.00037064,             0.00037064
                    115,                0.45711,                0.48805,                0.81448,                0.86057,                0.85126,                0.90024,                0.70513,                0.80484,                0.73203,                0.89428,             0.00037052,             0.00037052,             0.00037052
                    116,                0.45154,                 0.5102,                0.80423,                0.85472,                0.85191,                0.90024,                0.72229,                0.74682,                0.71488,                0.89008,             0.00037039,             0.00037039,             0.00037039
                    117,                0.46583,                0.49486,                0.82873,                0.85472,                0.85191,                0.90024,                0.72229,                0.74682,                0.71488,                0.89008,             0.00037026,             0.00037026,             0.00037026
                    118,                0.47095,                0.50723,                0.82415,                0.84218,                0.85308,                0.90024,                0.72234,                0.74254,                0.71667,                0.89126,             0.00037014,             0.00037014,             0.00037014
                    119,                0.47652,                0.49143,                0.82157,                 0.8375,                0.85371,                0.90024,                0.71828,                0.74217,                0.74689,                0.88879,             0.00037001,             0.00037001,             0.00037001
                    120,                0.43668,                 0.4806,                0.84069,                0.75175,                0.90476,                0.90024,                0.71411,                0.77843,                0.69286,                0.88833,             0.00036988,             0.00036988,             0.00036988
                    121,                0.45711,                0.53686,                0.82702,                0.75175,                0.90476,                0.90024,                0.71411,                0.77843,                0.69286,                0.88833,             0.00036975,             0.00036975,             0.00036975
                    122,                0.50037,                0.54386,                0.81541,                0.75039,                0.90476,                0.90024,                0.70824,                0.78386,                0.69752,                0.88873,             0.00036963,             0.00036963,             0.00036963
                    123,                0.46205,                0.50611,                0.81849,                 0.7664,                0.90476,                0.90024,                0.71104,                0.80958,                0.68718,                0.88729,              0.0003695,              0.0003695,              0.0003695
                    124,                0.46165,                0.48416,                0.80769,                0.74654,                0.90476,                0.90024,                0.71237,                0.78343,                0.72221,                0.88303,             0.00036937,             0.00036937,             0.00036937
                    125,                0.47782,                0.50228,                  0.818,                0.74654,                0.90476,                0.90024,                0.71237,                0.78343,                0.72221,                0.88303,             0.00036925,             0.00036925,             0.00036925
                    126,                0.48325,                0.50781,                0.81334,                 0.8025,                 0.8558,                0.90024,                0.71662,                0.75058,                0.70775,                 0.8835,             0.00036912,             0.00036912,             0.00036912
                    127,                0.43428,                0.48271,                0.83135,                0.82786,                0.85418,                0.90024,                0.72053,                0.73412,                0.68014,                0.88531,             0.00036899,             0.00036899,             0.00036899
                    128,                0.47368,                0.50967,                0.81131,                0.82132,                0.85467,                0.90024,                0.70574,                0.75913,                0.70263,                0.88864,             0.00036886,             0.00036886,             0.00036886
                    129,                0.50413,                0.48537,                  0.837,                0.82132,                0.85467,                0.90024,                0.70574,                0.75913,                0.70263,                0.88864,             0.00036874,             0.00036874,             0.00036874
                    130,                0.45994,                 0.4883,                0.82857,                0.81798,                0.85374,                0.90024,                0.69676,                0.79234,                0.64792,                0.88909,             0.00036861,             0.00036861,             0.00036861
                    131,                0.47277,                 0.4982,                0.81289,                0.81192,                0.85314,                0.90024,                0.69225,                0.81097,                0.67121,                0.88546,             0.00036848,             0.00036848,             0.00036848
                    132,                0.49448,                0.53876,                0.82926,                0.82094,                 0.8527,                0.90024,                 0.7043,                0.79044,                0.66825,                0.88413,             0.00036836,             0.00036836,             0.00036836
                    133,                0.46986,                0.51585,                0.82782,                0.82094,                 0.8527,                0.90024,                 0.7043,                0.79044,                0.66825,                0.88413,             0.00036823,             0.00036823,             0.00036823
                    134,                0.44381,                0.47604,                0.82011,                0.82795,                0.85212,                0.90024,                0.71487,                 0.7526,                0.67505,                0.88579,              0.0003681,              0.0003681,              0.0003681
                    135,                0.44676,                0.46675,                0.81806,                0.83802,                0.85152,                0.90024,                0.72754,                0.74683,                0.66776,                0.88756,             0.00036798,             0.00036798,             0.00036798
                    136,                0.46969,                0.50596,                0.81867,                0.76877,                0.90124,                0.90024,                0.72024,                0.74431,                0.65716,                0.88766,             0.00036785,             0.00036785,             0.00036785
                    137,                0.53866,                0.53857,                0.85536,                0.76877,                0.90124,                0.90024,                0.72024,                0.74431,                0.65716,                0.88766,             0.00036772,             0.00036772,             0.00036772
                    138,                0.49246,                0.51854,                0.82252,                 0.7648,                 0.9014,                0.90024,                  0.706,                0.76372,                0.66534,                0.89025,             0.00036759,             0.00036759,             0.00036759
                    139,                0.47418,                0.52943,                0.83091,                0.75472,                0.90181,                0.90024,                0.71527,                0.77921,                 0.6947,                0.89407,             0.00036747,             0.00036747,             0.00036747
                    140,                0.46565,                0.50912,                0.82029,                0.81337,                0.85181,                0.90024,                0.70021,                0.80217,                0.68473,                0.90011,             0.00036734,             0.00036734,             0.00036734
                    141,                0.49239,                0.52769,                0.83043,                0.81337,                0.85181,                0.90024,                0.70021,                0.80217,                0.68473,                0.90011,             0.00036721,             0.00036721,             0.00036721
                    142,                0.44453,                0.52957,                0.84374,                0.81596,                0.85246,                0.90024,                0.70455,                0.79135,                0.68969,                0.89671,             0.00036709,             0.00036709,             0.00036709
                    143,                0.47619,                0.53549,                0.83979,                0.83376,                0.85247,                0.90024,                0.71494,                0.76867,                0.68806,                0.88855,             0.00036696,             0.00036696,             0.00036696
                    144,                 0.4539,                0.49833,                0.83054,                0.82134,                0.85361,                0.90024,                0.70093,                0.77942,                 0.7042,                0.88845,             0.00036683,             0.00036683,             0.00036683
                    145,                0.45175,                0.49998,                 0.8154,                0.82134,                0.85361,                0.90024,                0.70093,                0.77942,                 0.7042,                0.88845,              0.0003667,              0.0003667,              0.0003667
                    146,                 0.4739,                0.50506,                 0.8222,                0.76269,                0.90267,                0.90024,                0.69948,                0.79255,                0.73303,                0.89417,             0.00036658,             0.00036658,             0.00036658
                    147,                0.42783,                0.49862,                 0.8183,                0.74033,                0.90157,                0.90024,                0.71653,                0.78388,                0.78221,                0.90214,             0.00036645,             0.00036645,             0.00036645
                    148,                0.48557,                0.50379,                 0.8348,                0.80199,                0.85072,                0.90024,                0.71026,                0.78491,                0.81363,                0.90745,             0.00036632,             0.00036632,             0.00036632
                    149,                0.44297,                 0.4687,                0.82483,                0.80199,                0.85072,                0.90024,                0.71026,                0.78491,                0.81363,                0.90745,              0.0003662,              0.0003662,              0.0003662
                    150,                0.48056,                0.49684,                0.82904,                0.75294,                0.89988,                0.90024,                0.69282,                0.79121,                0.83482,                0.91023,             0.00036607,             0.00036607,             0.00036607
                    151,                0.45966,                0.51677,                0.82663,                0.77861,                0.89905,                0.90024,                0.70847,                0.77711,                0.82049,                0.90259,             0.00036594,             0.00036594,             0.00036594
                    152,                0.47817,                0.50347,                0.83601,                0.79185,                0.89865,                0.90024,                0.70046,                0.76797,                0.80265,                0.89765,             0.00036582,             0.00036582,             0.00036582
                    153,                0.47971,                0.49072,                0.81662,                0.79185,                0.89865,                0.90024,                0.70046,                0.76797,                0.80265,                0.89765,             0.00036569,             0.00036569,             0.00036569
